Word          Usage

which         55
holmes        48
there         32
could         25
photograph    21
would         20
street        18
majesty       16
house         15
before        14
little        14
should        14
minutes       13
adler         13
irene         13
woman         12
other         12
sherlock      12
nothing       11
indeed        11
briony        11
matter        11
lodge         11
myself        11
without       10
window        10
cried         10
three         10
think         10
might         10
bohemia       9
quite         9
found         9
paper         9
about         9
still         9
shall         9
where         9
their         9
while         8
looked        8
heard         8
under         8
night         8
remarked      8
asked         8
gentleman     7
morning       7
every         7
adventure     7
sitting       7
rushed        7
right         7
norton        7
rather        7
front         7
watson        6
german        6
client        6
whether       6
understand    6
watch         6
clear         6
small         6
never         6
friend        6
baker         6
address       6
church        6
twice         6
serpentine    5
again         5
hands         5
o'clock       5
answered      5
scandal       5
visitor       5
doctor        5
until         5
enough        5
however       5
godfrey       5
raise         5
steps         5
corner        5
after         5
doubt         5
already       5
himself       5
always        5
against       5
great         5
clergyman     5
better        5
seven         5
person        5
looking       5
moment        5
follow        4
certainly     4
heavy         4
bring         4
followed      4
character     4
became        4
across        4
double        4
brougham      4
hopes         4
behind        4
being         4
caught        4
large         4
agent         4
alarm         4
between       4
dressed       4
another       4
course        4
appeared      4
business      4
drove         4
armchair      4
laughing      4
avenue        4
landau        4
eight         4
instant       4
interested    4
importance    4
marriage      4
married       4
matters       4
nature        4
object        4
people        4
point         4
precisely     4
present       4
pulled        4
really        4
returned      4
rocket        4
round         4
secure        4
through       4
simple        4
since         4
smoke         4
temple        4
these         4
those         4
thought       4
throw         4
times         4
twenty        4
whole         4
young         4
either        3
powers        3
practice      3
monica        3
aware         3
morrow        3
pushed        3
question      3
bohemian      3
laughed       3
imagine       3
reached       3
murmured      3
reasoner      3
reasoning     3
received      3
comes         3
honour        3
figure        3
mystery       3
manner        3
running       3
black         3
count         3
scene         3
hardly        3
seemed        3
coachman      3
seriously     3
couch         3
servant       3
dress         3
several       3
delicate      3
sharp         3
carriage      3
altar         3
excellent     3
shown         3
guardsmen     3
attention     3
seldom        3
clothes       3
lawyer        3
sovereign     3
spoke         3
started       3
station       3
stepped       3
almost        3
letters       3
stood         3
strange       3
husband       3
strong        3
study         3
surprise      3
taken         3
london        3
letter        3
observed      3
thick         3
thing         3
things        3
deduce        3
often         3
bought        3
glimpse       3
threw         3
shouted       3
paced         3
crowd         3
trust         3
turned        3
likely        3
glass         3
don't         3
evening       3
bedroom       3
accustomed    3
voice         3
walked        3
wanted        3
account       3
because       3
wheels        3
absolutely    3
hurried       3
false         3
broad         3
white         3
english       3
chair         3
europe        3
facts         3
women         3
can't         3
written       3
wrote         3
years         3
hundred       3
yourself      3
chance        2
majesty's     2
changed       2
glanced       2
family        2
marry         2
chest         2
doing         2
memory        2
men's         2
merely        2
itself        2
cigarette     2
mistress      2
cigars        2
money         2
adjusted      2
admirable     2
admirably     2
incisive      2
advantage     2
mysteries     2
dozen         2
clearing      2
neighbourhood 2
neither       2
neutral       2
cloak         2
close         2
closely       2
alone         2
number        2
drawing       2
injured       2
observe       2
hereditary    2
observing     2
field         2
opened        2
ormstein      2
ostlers       2
among         2
fierce        2
pacing        2
drive         2
papers        2
particularly  2
passage       2
passing       2
peculiar      2
herself       2
perfectly     2
perhaps       2
anything      2
injuring      2
plans         2
pocket        2
pockets       2
coming        2
position      2
possibility   2
pounds        2
power         2
appearance    2
dropped       2
companion     2
preposterous  2
kindly        2
private       2
probably      2
problem       2
process       2
prompt        2
compelled     2
complete      2
putting       2
quarter       2
quarters      2
queen         2
quest         2
inquiry       2
quick         2
quiet         2
grinder       2
eagerly       2
ransacked     2
associated    2
reach         2
groom         2
intention     2
ground        2
attempt       2
attempts      2
reigning      2
remain        2
remarkably    2
edgeware      2
resolute      2
immense       2
returns       2
flight        2
interest      2
rooms         2
bachelor      2
royal         2
balancing     2
emerged       2
emotion       2
consult       2
scissors      2
employed      2
beautiful     2
seems         2
seized        2
following     2
habits        2
continued     2
began         2
hadn't        2
believe       2
contrary      2
beryl         2
sheet         2
shelves       2
former        2
besides       2
shoulders     2
copper        2
shouting      2
energetic     2
signal        2
silence       2
costume       2
country       2
sings         2
singular      2
horses        2
situation     2
sliding       2
slowly        2
engaged       2
formidable    2
someone       2
something     2
sound         2
crime         2
spare         2
england       2
spoken        2
sprang        2
stage         2
stairs        2
stands        2
crown         2
forward       2
steel         2
entered       2
